order_id,order_date,customer_id,region,product_category,quantity_sold,unit_price,discounted_price,total_price,profit,salesperson,num_orders,total_spent,recency_days,avg_order_value,num_orders_by_sp,total_sales_by_sp,avg_profit_per_order_by_sp
e111a06d-ffe5-436f-a673-736efdee7cca,2019-01-27,e66b2f35-60ef-47a7-bd75-567cab47be72,Europe,Books,4,377.89,293.204851,1172.819404,941.9903374960343,Steven Coleman,1,1172.819404,2163,1172.819404,59,68355.922945,964.8650638967957
1f948715-fef2-4845-8da8-3538f61eb8d3,2019-01-28,c071ccec-cb2e-4d4c-aef6-24575e7858f3,Europe,Toys,10,181.15,130.50046,1305.0046,1069.4782139185677,Caleb Camacho,1,1305.0046,2162,1305.0046,66,91544.242731,1177.604080808591
5c6efbbb-71ed-41ca-b59e-45fb7249bffc,2019-01-28,050b46f5-49e5-4842-bbfa-f1517abe87c2,Australia,Home & Kitchen,9,425.2,404.11008,3636.99072,3370.6440275554187,Adam Smith,1,3636.99072,2162,3636.99072,55,62372.113224,936.3944649146877
440d0143-fe58-4db8-be38-73ada9adbae2,2019-01-29,682742ce-afca-4719-b72b-7d85ae985747,North America,Beauty,9,450.3,361.05054,3249.4548600000003,2985.413218929355,Michelle Andersen,1,3249.4548600000003,2161,3249.4548600000003,60,66978.268402,921.0825472317159
1dc458df-3cb1-460b-a48e-111052a0b4f9,2019-01-29,ce865928-8e42-4d61-82a2-21695d01dce0,Europe,Books,4,94.92,92.376144,369.504576,207.84531362961016,Kristen Ramos,1,369.504576,2161,369.504576,62,73461.618973,988.8412277570785
5036293f-1e1c-4935-9a94-3a9ba20c8eb2,2019-01-30,5c808cb6-9117-4a12-835b-2fae74aabb57,Australia,Electronics,3,496.29,470.929581,1412.788743,1173.976602328251,Bradley Howe,1,1412.788743,2160,1412.788743,56,64186.396558,951.6581100155678
c7ff529a-d00b-4d37-8c9a-2b97c7bedae0,2019-02-02,15a06880-4f6d-400b-8ae7-a5cb4b01edc4,Asia,Sports,7,289.09,250.66993899999997,1754.6895729999999,1507.7414943285482,Christina Thompson,1,1754.6895729999999,2157,1754.6895729999999,53,64491.182614000005,1021.7261378833904
7e05c96d-15ee-498c-b355-925852978cac,2019-02-02,e62791d2-0252-4ac8-b442-d151f330bc24,Asia,Home & Kitchen,3,383.32,310.335872,931.007616,711.4044514758816,Michelle Garza,1,931.007616,2157,931.007616,65,76798.491008,980.44596940906
48383d7a-8a01-455c-9175-0e86a2dedcc8,2019-02-03,1851cd68-8bf3-47be-823c-79dfea0dadc0,South America,Home & Kitchen,10,145.26,138.563514,1385.6351399999999,1147.610757549043,Kristen Ramos,1,1385.6351399999999,2156,1385.6351399999999,62,73461.618973,988.8412277570785
ff9a82b6-8d6d-40eb-b248-ba7d82b4c102,2019-02-05,b21f780b-daee-4bc4-b7b6-afe978365876,Australia,Sports,2,264.17,225.548346,451.096692,275.54536416687426,Christina Thompson,1,451.096692,2154,451.096692,53,64491.182614000005,1021.7261378833904
fa7211cc-74cb-410d-bc86-c6cc60083016,2019-02-05,08de2fe8-4a51-431a-a4ad-fea34b1c4964,North America,Home & Kitchen,1,5.38,5.100239999999999,5.100239999999999,0.08870418394418778,Susan Edwards,1,5.100239999999999,2154,5.100239999999999,68,86058.98736700001,1063.1596466034741
baa5d9a3-fea8-43da-9a1c-be8233714089,2019-02-06,ea97f7cf-4f40-4439-9fbe-228a401d52b6,Australia,Beauty,2,104.7,76.5357,153.0714,53.19445885423464,Diane Andrews,1,153.0714,2153,153.0714,58,66389.094387,950.0340815608215
5f51f8c1-19e4-41cc-9dd5-4f3775ef9646,2019-02-10,f75acfbb-efaa-4393-aea0-cbc7dbfd742a,Europe,Clothing,4,153.79,138.457137,553.828548,364.6212957708312,Crystal Williams,1,553.828548,2149,553.828548,65,72555.900913,927.0834787540325
7580eaba-2bca-4108-b77a-abaf592c0f74,2019-02-13,daea6508-0399-4cf6-8144-9eaf3f81faa0,Australia,Clothing,4,45.21,32.650662,130.602648,40.80434766996699,Roger Brown,1,130.602648,2146,130.602648,54,68595.667163,1076.1212096324236
bb03de1e-71be-479b-b8f6-8a4b95d5e115,2019-02-16,66f80761-a058-4b25-863f-1b82e21d0534,North America,Clothing,3,363.7,307.98116,923.9434799999999,704.7346067171225,Michelle Andersen,1,923.9434799999999,2143,923.9434799999999,60,66978.268402,921.0825472317159
26ccda59-a3ea-4f16-b603-9690ae2dbc38,2019-02-19,501e8b7e-943a-4508-80a0-3c6c13f432a8,Asia,Toys,1,244.71,225.549207,225.549207,99.17694848363963,Michelle Andersen,1,225.549207,2140,225.549207,60,66978.268402,921.0825472317159
a80ce54f-2cde-46cd-8e75-0cb2b4047dc4,2019-02-19,7e6b36fb-d1a8-4e79-a5e6-dd208859caeb,South America,Clothing,9,62.1,47.40714,426.66426,254.9407391113258,Jason Nelson,1,426.66426,2140,426.66426,70,87933.283392,1049.1629849529377
36efe66d-b180-41ab-9ab5-7d8e59f9309b,2019-02-20,c45830c0-c897-417c-b946-6008ef62f0eb,Europe,Clothing,9,343.26,336.84103799999997,3031.569342,2769.061713996363,Michelle Garza,1,3031.569342,2139,3031.569342,65,76798.491008,980.44596940906
a1ae0dd7-9ed6-4075-b6f5-ab449bc2d5e6,2019-02-23,abd48472-2f24-4d42-9ace-29a7b5f35911,South America,Sports,2,221.7,210.41547,420.83094,250.05995432455464,Sandra Luna,1,420.83094,2136,420.83094,56,72688.198308,1090.9576938669472
d411259d-5da1-4981-9f11-89f8d48c5786,2019-02-24,faecb7d3-188d-4bfb-9925-9bfdf622dbc0,North America,Clothing,9,133.12,129.618944,1166.570496,935.9819533738412,Christina Thompson,1,1166.570496,2135,1166.570496,53,64491.182614000005,1021.7261378833904
a8fa5458-cf5c-4310-9665-9cdfa33ea57b,2019-02-25,1e92cbae-c20a-412e-a580-b1c1e860f438,Asia,Beauty,4,140.6,122.33605999999999,489.34423999999996,308.2866901424501,Mary Scott,1,489.34423999999996,2134,489.34423999999996,63,77562.23517100001,1033.152899764227
7ab6a441-46a0-4601-9b6c-1244c19fdea1,2019-02-26,ff9cab1c-49d2-4e02-9ca6-db64c2160088,Asia,Books,3,425.92,367.14304,1101.42912,873.5079363476461,Caitlyn Boyd,1,1101.42912,2133,1101.42912,58,71709.8323,1035.5858485437743
1eca3102-7cba-4477-9842-34c9231d8b4f,2019-02-26,12941393-2ff3-4eda-81c7-ea2428cc4b8f,Australia,Electronics,10,494.53,373.86467999999996,3738.6467999999995,3471.768352167209,Jason Nelson,1,3738.6467999999995,2133,3738.6467999999995,70,87933.283392,1049.1629849529377
d0431dc8-d1c0-47f3-800e-a602c5e6a73c,2019-02-27,ffbc7ca5-d04b-4b2e-a307-69e316eea9e6,Asia,Home & Kitchen,1,370.83,283.981614,283.981614,141.14090478014182,Charles Smith,1,283.981614,2132,283.981614,70,95387.089343,1149.437576059358
9b44afa1-946c-4f41-aa88-297944a50f41,2019-03-03,e6a10eb1-3adc-48f1-97b3-0eea0e324181,North America,Clothing,10,121.69,95.027721,950.27721,729.6160675409265,Susan Edwards,1,950.27721,2128,950.27721,68,86058.98736700001,1063.1596466034741
239b3a2d-13b8-4a50-9a65-6d4b8acb60bd,2019-03-04,f4b0746c-ac30-4307-8771-9e3f98ad7989,Asia,Electronics,7,49.25,39.907275,279.35092499999996,137.69224092292086,Adam Smith,1,279.35092499999996,2127,279.35092499999996,55,62372.113224,936.3944649146877
6c067873-5181-4524-ab94-1896b1e54a9d,2019-03-05,0ed272d9-ecba-4e3a-a484-471588856e67,Europe,Books,6,323.67,288.972576,1733.835456,1487.3068827026873,Caleb Camacho,1,1733.835456,2126,1733.835456,66,91544.242731,1177.604080808591
b687a8a1-1cc5-4ad7-9cd4-277aeb4dd625,2019-03-07,fe82139b-fa71-4388-b8f9-2c6fffc23fd4,Australia,Clothing,6,67.78,55.776162,334.656972,180.04529632432434,Adam Smith,1,334.656972,2124,334.656972,55,62372.113224,936.3944649146877
b5f0d003-04ce-47dd-ad70-8885f335f6ed,2019-03-07,b9aaf52e-8004-4e9f-a063-e82b9531ecc7,Europe,Toys,6,112.73,94.60301600000001,567.618096,376.8285104398508,Mary Scott,1,567.618096,2124,567.618096,63,77562.23517100001,1033.152899764227
58dd5101-e613-4d85-878f-c943ee3d3209,2019-03-15,57faa818-b21f-4e18-a664-c87a3309ba47,Asia,Toys,8,493.29,414.01829699999996,3312.1463759999997,3047.6993288615226,Susan Edwards,1,3312.1463759999997,2116,3312.1463759999997,68,86058.98736700001,1063.1596466034741
407880c1-2136-4d43-a839-b85a8a5c8d69,2019-03-15,de3a3ffb-2251-42fa-a6f1-d28689bcbf53,South America,Clothing,7,460.2,332.67858,2328.7500600000003,2072.9277970097774,Emily Matthews,1,2328.7500600000003,2116,2328.7500600000003,72,80570.187359,919.7860314555559
81393008-4143-474f-8c86-ca4fafba17a7,2019-03-22,81edbf39-bb2f-4d44-ba9a-be465309689b,Asia,Clothing,7,317.83,245.01514699999998,1715.1060289999998,1468.9586038442835,Jason Nelson,1,1715.1060289999998,2109,1715.1060289999998,70,87933.283392,1049.1629849529377
84ca7cd9-de10-4168-82a4-b79cdc197b9c,2019-03-23,28b28ef2-456a-434e-8fc2-0fb7ce5eaa7d,South America,Toys,7,497.41,463.03896900000007,3241.2727830000003,2977.28464289689,Steven Coleman,1,3241.2727830000003,2108,3241.2727830000003,59,68355.922945,964.8650638967957
2600becf-048f-4dbb-afce-6ba83a727b89,2019-03-25,749d6397-1373-4d37-b85a-a23a989de09b,South America,Sports,10,307.34,216.27515799999998,2162.7515799999996,1909.0682830285966,Michelle Andersen,1,2162.7515799999996,2106,2162.7515799999996,60,66978.268402,921.0825472317159
7aae6b19-4bf0-4b23-9c69-5a2c6d4ca291,2019-03-25,e4303474-9466-44b7-b1dc-6b36c40bb86c,South America,Books,1,318.15,288.021195,288.021195,144.1688350958945,Bradley Howe,1,288.021195,2106,288.021195,56,64186.396558,951.6581100155678
9a9d8949-ea3c-433f-bb95-21473b873f66,2019-03-29,d255b6fa-2339-4be1-b94f-f17edaed4b98,Asia,Books,4,10.18,8.560362,34.241448,3.64413944848539,Steven Coleman,1,34.241448,2102,34.241448,59,68355.922945,964.8650638967957
4b10c6da-7fa0-40b8-975f-3049bb1c7bdd,2019-03-30,81fc152a-2946-45cc-b5d2-a405bd45e505,Europe,Beauty,1,293.87,233.00952299999997,233.00952299999997,104.33185401391648,Crystal Williams,1,233.00952299999997,2101,233.00952299999997,65,72555.900913,927.0834787540325
84a85b73-26af-4712-8e46-237b39159a0c,2019-03-31,e162e2c5-9336-4c81-a615-bb8f656285e9,North America,Beauty,4,161.29,121.12879,484.51516,304.1230530712238,Michelle Garza,1,484.51516,2100,484.51516,65,76798.491008,980.44596940906
5fe58f8a-4d65-450c-8bb1-a8879edc5638,2019-04-01,3b876e0e-fe43-4657-8a89-3ee1c6cc44ac,Europe,Books,7,261.34,218.08822999999998,1526.6176099999998,1284.7542075379836,Sandra Luna,1,1526.6176099999998,2099,1526.6176099999998,56,72688.198308,1090.9576938669472
161312b4-3c42-494e-8e7b-f38dd6794eeb,2019-04-06,a3a5f553-e94e-493a-814c-27eef6cebab7,Europe,Electronics,8,158.11,147.31108700000001,1178.4886960000001,947.4396633371762,Susan Edwards,1,1178.4886960000001,2094,1178.4886960000001,68,86058.98736700001,1063.1596466034741
969a6eb9-72ab-4a9c-b31e-3d3aaf90ae1c,2019-04-08,ebad781c-cd78-4454-9271-5e9119f62409,Australia,Books,6,107.45,78.76085,472.56510000000003,293.8542502477027,Caleb Camacho,1,472.56510000000003,2092,472.56510000000003,66,91544.242731,1177.604080808591
59bbe935-d32d-42e9-b111-9fadcc446165,2019-04-08,233e7b39-aac2-493f-95d1-2b3ea7fd2ce8,Europe,Books,7,447.56,320.587228,2244.110596,1989.34410953806,Crystal Williams,1,2244.110596,2092,2244.110596,65,72555.900913,927.0834787540325
c2912be1-6dc8-440d-adfc-a9051652f40b,2019-04-13,fce199dc-3bad-4b3b-95de-151e2d1e176f,Asia,Electronics,8,242.29,229.69091999999998,1837.5273599999998,1589.0046301452567,Bradley Howe,1,1837.5273599999998,2087,1837.5273599999998,56,64186.396558,951.6581100155678
05c4ee34-0c61-4c60-99d2-9942fa4cc255,2019-04-14,bd1a0c76-3449-478b-96a7-d5d31a36e0c5,Australia,Sports,9,201.33,181.25739900000002,1631.3165910000002,1386.9721800238608,Charles Smith,1,1631.3165910000002,2086,1631.3165910000002,70,95387.089343,1149.437576059358
be799183-b725-4c34-808f-3ac947397a94,2019-04-15,99c3bb4a-09e0-48c8-86c1-15d10f5e99e7,North America,Sports,2,54.22,51.134882000000005,102.26976400000001,26.844021688620117,Caitlyn Boyd,1,102.26976400000001,2085,102.26976400000001,58,71709.8323,1035.5858485437743
8b98db71-ef11-4f0c-aa8d-bad4fe587298,2019-04-15,a26df309-efb0-46a2-8a46-92b45a158eae,Europe,Home & Kitchen,5,36.45,32.597235000000005,162.98617500000003,58.98121360634293,Kristen Ramos,1,162.98617500000003,2085,162.98617500000003,62,73461.618973,988.8412277570785
e54af86a-1420-417b-bada-0a0378a707d5,2019-04-19,3227e64c-e483-4435-b6fb-d665d8854fdf,South America,Home & Kitchen,8,493.36,463.067696,3704.541568,3437.837831669808,Jason Nelson,1,3704.541568,2081,3704.541568,70,87933.283392,1049.1629849529377
6f1e2478-2468-4e53-a829-ca0e20dcdd2d,2019-04-19,33343b51-2c7c-4a8b-8676-24ac7871f4bb,Europe,Clothing,5,131.69,119.07409799999999,595.37049,401.5397535759865,Emily Matthews,1,595.37049,2081,595.37049,72,80570.187359,919.7860314555559
e6666c81-342e-4ced-9956-fd77b31d2cdf,2019-04-20,0677a155-eb18-4dc0-804a-b75b0e2da190,North America,Clothing,1,129.43,122.06543300000001,122.06543300000001,36.38744254586932,Joseph Brooks,1,122.06543300000001,2080,122.06543300000001,60,60657.854394,824.8550359343124
ca17f1b4-89f7-42c1-9f54-7b6f6d5f242c,2019-04-23,37516753-abe1-4502-9c08-91174b59cec4,Asia,Beauty,4,428.02,388.47095199999995,1553.8838079999998,1311.3471581904225,Caleb Camacho,1,1553.8838079999998,2077,1553.8838079999998,66,91544.242731,1177.604080808591
2007b196-9703-4032-98d0-b91e4434a66c,2019-04-23,54579c18-6979-430f-b1b1-f4d2e7ab46b6,Europe,Toys,5,369.88,289.505076,1447.5253799999998,1207.737850389451,Kristen Ramos,1,1447.5253799999998,2077,1447.5253799999998,62,73461.618973,988.8412277570785
36c1308d-ae1e-4448-8afb-49ac72e05159,2019-04-24,92bfe5c1-4762-4cdc-9842-cc6d73c7b88e,Australia,Beauty,10,309.19,257.740784,2577.4078400000003,2318.8448256142538,Kristen Ramos,1,2577.4078400000003,2076,2577.4078400000003,62,73461.618973,988.8412277570785
cedf186c-2024-4408-b26f-8237d638b3fb,2019-04-24,11b97e72-28f9-4c88-9dfc-58aae863acce,Asia,Beauty,5,48.13,43.644284000000006,218.22142000000002,94.18264321377822,Steven Coleman,1,218.22142000000002,2076,218.22142000000002,59,68355.922945,964.8650638967957
7028ca3d-7f8c-49f7-8e60-5987a2b94767,2019-04-25,c7e83433-dd72-464b-b7e9-092489449f1a,South America,Books,8,351.69,305.196582,2441.572656,2184.445917721218,Emily Matthews,1,2441.572656,2075,2441.572656,72,80570.187359,919.7860314555559
001fe900-aab6-4ad0-8138-e919bdce97d0,2019-04-26,ab8e674e-77db-4680-8135-cbcc9e1604af,Asia,Home & Kitchen,2,415.96,333.47513200000003,666.9502640000001,466.10397737368635,Bradley Howe,1,666.9502640000001,2074,666.9502640000001,56,64186.396558,951.6581100155678
ca37d76b-9029-4f5e-ad54-66b4a695dce9,2019-04-27,ced29de6-ed76-4643-813c-ae167092624f,Europe,Home & Kitchen,7,195.37,149.809716,1048.668012,823.0946479784036,Sandra Luna,1,1048.668012,2073,1048.668012,56,72688.198308,1090.9576938669472
ed83cbd4-15c8-43a0-8c11-45266d52550a,2019-04-30,0af3185d-28b1-4fb1-9553-06c1d747b5a8,South America,Home & Kitchen,4,473.28,451.69843199999997,1806.7937279999999,1558.839382059395,Charles Smith,1,1806.7937279999999,2070,1806.7937279999999,70,95387.089343,1149.437576059358
011258f2-20e7-4611-b69e-761f073f30a1,2019-05-01,3756b317-2ef2-433a-adba-dfec948e30f9,North America,Books,9,359.46,347.84944199999995,3130.6449779999994,2867.415151040056,Bradley Howe,1,3130.6449779999994,2069,3130.6449779999994,56,64186.396558,951.6581100155678
ec5147b5-680b-45e0-a679-d066de59f28f,2019-05-02,e01addbd-e452-47f7-bf48-43a49731e8ea,Australia,Books,9,422.16,360.018048,3240.162432,2976.1830252721215,Caleb Camacho,1,3240.162432,2068,3240.162432,66,91544.242731,1177.604080808591
c6df5380-0e08-4624-8b4b-094f569c10a3,2019-05-06,9b1600dd-0bb2-41f2-98de-7aaffbfd1c1e,Asia,Home & Kitchen,2,245.41,183.689385,367.37877,206.12749931571784,Michelle Andersen,1,367.37877,2064,367.37877,60,66978.268402,921.0825472317159
0ddb74fc-8c6b-4833-bd30-48c07a302181,2019-05-06,49252d36-e251-4b2d-9277-d3ce587aeefc,Europe,Electronics,8,35.96,33.55068,268.40544,129.6157197455918,Mary Scott,1,268.40544,2064,268.40544,63,77562.23517100001,1033.152899764227
172ca2e9-c2c1-4f4d-bf71-48372ff452cd,2019-05-13,0c88a0af-b435-4be2-b1e3-819b7fa821b3,Asia,Clothing,1,383.81,270.816336,270.816336,131.3855910069505,Susan Edwards,1,270.816336,2057,270.816336,68,86058.98736700001,1063.1596466034741
34473f11-f1c7-4f64-aa9b-b874b967df98,2019-05-13,bbe85219-b390-4c2f-a797-3bfba26c6888,North America,Books,4,437.06,360.312264,1441.249056,1201.635919289498,Jason Nelson,1,1441.249056,2057,1441.249056,70,87933.283392,1049.1629849529377
7c2b3eac-49d6-464a-b358-d3bee9d65b32,2019-05-16,03a30dcb-c39a-47f2-a36b-3c9e3572fcda,Australia,Home & Kitchen,6,83.96,77.008112,462.048672,284.86238830172186,Michelle Garza,1,462.048672,2054,462.048672,65,76798.491008,980.44596940906
9619b13c-79db-4964-887e-a2743fe6f625,2019-05-19,0bbef808-5771-4b2d-8c49-c3b2b7d53cf9,Australia,Electronics,4,17.67,14.432856000000001,57.731424000000004,9.657959098675995,Mary Scott,1,57.731424000000004,2051,57.731424000000004,63,77562.23517100001,1033.152899764227
312200de-5b2a-431c-955a-b37cf57cb356,2019-05-23,7380de74-830c-4b8c-ad7d-e934c9b6fa3f,Europe,Electronics,3,64.06,57.122302,171.366906,64.01433693403496,Mary Scott,1,171.366906,2047,171.366906,63,77562.23517100001,1033.152899764227
1437a9c3-4a5f-49f2-a941-724d6145661c,2019-05-24,a52b2530-435e-485f-9a93-de8def11a971,Europe,Books,1,473.78,460.27727,460.27727,283.3564251353014,Caitlyn Boyd,1,460.27727,2046,460.27727,58,71709.8323,1035.5858485437743
d4e62769-6f3b-43bf-a938-b76f859eafb0,2019-05-24,09b1d742-9d7c-4fe5-917e-92438864253a,Asia,Electronics,6,84.7,79.33849000000001,476.03094000000004,296.8294116157205,Jason Nelson,1,476.03094000000004,2046,476.03094000000004,70,87933.283392,1049.1629849529377
b50b70e1-c186-42ee-815d-ed1af34d424a,2019-05-29,62ef12b2-48a3-439a-a60c-6254418aa956,South America,Beauty,4,406.07,370.092198,1480.368792,1239.697552851894,Mary Scott,1,1480.368792,2041,1480.368792,63,77562.23517100001,1033.152899764227
4b6677df-c760-4789-88b5-067ebbb7fff1,2019-05-31,a686adbe-3da2-428b-a4e7-35565cb9167c,Europe,Sports,5,31.81,25.183977000000002,125.91988500000001,38.35998999965231,Bradley Howe,1,125.91988500000001,2039,125.91988500000001,56,64186.396558,951.6581100155678
5342f147-8c2e-4032-96b1-bc1ab9d95917,2019-05-31,20f3a542-1753-44bb-a8db-dcf804e8155d,Asia,Sports,7,330.22,294.457174,2061.200218,1808.9730743387177,Roger Brown,1,2061.200218,2039,2061.200218,54,68595.667163,1076.1212096324236
f3b5ca0e-ade9-47a7-a9a2-3218530d542d,2019-06-04,2df26b6f-6c5b-49fe-81d4-9af09457174b,Asia,Electronics,5,388.08,307.980288,1539.9014399999999,1297.7100273360384,Johnny Marshall,1,1539.9014399999999,2035,1539.9014399999999,61,67804.798966,913.3835523608234
d6069cdd-3d7e-470b-9939-1567ed937721,2019-06-05,998dfeb1-e32b-4ede-8d7b-417b93f0ffe9,Australia,Books,3,180.32,168.400848,505.202544,322.0187650377461,Charles Smith,1,505.202544,2034,505.202544,70,95387.089343,1149.437576059358
2d4c515b-6511-452e-9660-971096c027ef,2019-06-05,45559666-b64b-4178-ba04-1c0e2c1b6339,Asia,Home & Kitchen,1,393.33,281.938944,281.938944,139.6174174982332,Caleb Camacho,1,281.938944,2034,281.938944,66,91544.242731,1177.604080808591
6d7387dc-3a6e-40c9-a623-1719153e56a9,2019-06-07,058003d7-9cdf-4c40-bc69-8b4f270dc4ab,North America,Sports,4,30.49,25.724413,102.897652,27.12618513696613,Crystal Williams,1,102.897652,2032,102.897652,65,72555.900913,927.0834787540325
2767981b-311e-4ee7-9057-95ca3dfd74b9,2019-06-08,e15d0e6d-46f8-42e8-96c9-f2519a5f2278,Europe,Beauty,8,15.26,12.691742,101.533936,26.507012184142468,Sandra Luna,1,101.533936,2031,101.533936,56,72688.198308,1090.9576938669472
b916adae-b107-424f-be50-b7f7e31619a9,2019-06-10,c979fc36-f5b3-4376-bcaf-bd16799ba01f,Asia,Books,1,257.08,215.40733199999997,215.40733199999997,92.28224940497284,Johnny Marshall,1,215.40733199999997,2029,215.40733199999997,61,67804.798966,913.3835523608234
331d1c01-ca01-44bc-90d8-9f2aa33fc445,2019-06-11,89735550-9eb0-41eb-af30-b44aa4dca31c,Europe,Sports,2,64.91,51.551522,103.103044,27.219446443512183,Steven Coleman,1,103.103044,2028,103.103044,59,68355.922945,964.8650638967957
546e45b2-ec48-4644-a752-350cf57e09f5,2019-06-13,ef4b4c6f-ae8d-48cb-8923-ecad594a19bc,South America,Toys,8,398.6,392.70072,3141.60576,2878.3000490188915,Mary Scott,1,3141.60576,2026,3141.60576,63,77562.23517100001,1033.152899764227
ae756bba-c22d-4f7e-be8f-58e130175828,2019-06-15,e493b67d-047d-4370-a3be-1d17c3b6f461,Europe,Books,4,432.94,338.212728,1352.850912,1115.8122226022112,Michelle Garza,1,1352.850912,2024,1352.850912,65,76798.491008,980.44596940906
cce9c24f-1f7e-4a48-83e0-87dee36283de,2019-06-17,6a3f5d5f-3cf6-492c-9d02-f528d999a8d5,South America,Toys,8,248.97,182.519907,1460.159256,1220.029130192116,Johnny Marshall,1,1460.159256,2022,1460.159256,61,67804.798966,913.3835523608234
e6c1f011-09b2-471d-9b0a-56a117c46553,2019-06-18,cd48fdd7-df9f-48cb-8ad2-adbf3292c963,Asia,Books,8,75.37,58.562490000000004,468.49992000000003,290.3766137875447,Kristen Ramos,1,468.49992000000003,2021,468.49992000000003,62,73461.618973,988.8412277570785
081bacb1-8e18-4f60-ada7-d0f71deba09f,2019-06-19,41f4a2d8-6289-4385-ba85-ef1f5824ed3c,Europe,Books,3,60.91,51.353221,154.059663,53.76693270900333,Diane Andrews,1,154.059663,2020,154.059663,58,66389.094387,950.0340815608215
0a83bb6e-8d4f-4ce1-ad04-3ef959a0e67c,2019-06-20,8025bdeb-5525-4780-b667-e8e06973d5e2,Australia,Sports,1,238.04,176.93513199999998,176.93513199999998,67.42524031218666,Crystal Williams,1,176.93513199999998,2019,176.93513199999998,65,72555.900913,927.0834787540325
aaae2d78-ea68-4e6d-b861-f1c3504ad80f,2019-06-22,e551075c-5584-49ae-827e-ada3757b3fc2,North America,Electronics,6,413.52,326.47404,1958.84424,1708.2212484059417,Charles Smith,1,1958.84424,2017,1958.84424,70,95387.089343,1149.437576059358
b3b59f75-8dcd-4c8d-b09a-0cb608c2fae5,2019-06-22,acb8ff03-93e8-4d47-90d4-187256fe86a5,Asia,Books,6,289.09,240.985424,1445.912544,1206.1697866257234,Crystal Williams,1,1445.912544,2017,1445.912544,65,72555.900913,927.0834787540325
