customer_id,order_status,payment_method,region,salesperson,order_date,num_orders,num_customers,total_value_lost,avg_discount_applied,units_affected,avg_order_value_lost
029fb6ba-e02b-4f5b-9a39-d474e797bc99,Pending,Amazon Pay,Europe,Caleb Camacho,2022-08-30,1,1,609.2107199999999,27.1,4,609.2107199999999
02a0c45e-041f-4f19-b297-9a9a2a028fb5,Pending,Gift Card,Asia,Bradley Howe,2022-10-20,1,1,861.0268,22.29,4,861.0268
02b691f4-9954-4ac7-8f35-276841c26168,Returned,Amazon Pay,Europe,Mary Scott,2021-09-17,1,1,372.64281600000004,20.02,4,372.64281600000004
02ba0e8e-c328-47fe-ab6f-1a68f8db3cde,Returned,Amazon Pay,Asia,Kristen Ramos,2021-10-08,1,1,1189.916424,24.58,4,1189.916424
02cfa60b-a441-43e3-a6b1-e434d6bb1278,Pending,Debit Card,Australia,Caitlyn Boyd,2021-12-19,1,1,136.525625,23.75,1,136.525625
02f1f4b8-4f0e-4753-a667-7edc3d92dfe5,Returned,Debit Card,Asia,Kristen Ramos,2021-05-25,1,1,907.1028719999999,0.09,4,907.1028719999999
02fcc52c-d50e-4bc8-bf29-400bbbaa55a8,Returned,PayPal,Australia,Bradley Howe,2020-08-27,1,1,227.70354500000002,15.21,1,227.70354500000002
032663bd-c7d1-426e-b3df-9f2c791f579b,Returned,Gift Card,Australia,Kristen Ramos,2024-04-02,1,1,116.80505799999999,28.38,1,116.80505799999999
0333e426-1311-4c21-be49-bcd27fd6b37f,Returned,Debit Card,Europe,Roger Brown,2024-08-11,1,1,1676.190285,28.51,5,1676.190285
0337cc58-9537-4923-adef-c6e22cd31a90,Cancelled,PayPal,South America,Jason Nelson,2024-05-28,1,1,4164.765066,6.39,9,4164.765066
03423bd7-1608-4395-9acc-48a1ec0184fa,Pending,Gift Card,South America,Sandra Luna,2021-12-13,1,1,2439.6920640000003,24.79,8,2439.6920640000003
0344da41-bd05-4f07-aceb-f70cfcb697ef,Pending,Gift Card,South America,Kristen Ramos,2022-10-20,1,1,354.363828,19.78,1,354.363828
03575cdf-1322-44cd-8b35-a6cf70993b8e,Returned,Gift Card,North America,Susan Edwards,2021-11-18,1,1,801.28624,13.58,5,801.28624
03b14d51-d192-42f0-8493-b71cc4904852,Pending,PayPal,South America,Michelle Andersen,2019-12-16,1,1,720.00028,19.65,4,720.00028
03e14d6c-e74b-42b4-a50b-74094ecc7dda,Returned,Amazon Pay,South America,Jason Nelson,2019-04-12,1,1,954.45837,9.59,3,954.45837
03f4c0e2-78f2-42f0-a5e7-4d55b4e4f27f,Returned,Gift Card,Europe,Michelle Garza,2023-02-25,1,1,627.5785500000001,14.65,5,627.5785500000001
0415751d-f654-4db9-8936-db599219e56e,Pending,Amazon Pay,South America,Jason Nelson,2019-03-26,1,1,1415.8859400000001,9.7,9,1415.8859400000001
043c7492-3e51-4213-a764-e8a941669fd6,Returned,Amazon Pay,Asia,Emily Matthews,2019-04-19,1,1,296.233224,7.56,1,296.233224
043fde29-5da1-4704-9e19-6a3739652ff0,Pending,Gift Card,Asia,Steven Coleman,2020-11-25,1,1,2935.97304,11.12,10,2935.97304
0447f9d7-714f-4ff5-b531-83844cfad057,Pending,PayPal,South America,Michelle Garza,2020-02-14,1,1,601.9621,29.43,4,601.9621
047e3739-7fdc-4a5f-9b74-5b9d0877c6b2,Pending,Debit Card,Asia,Adam Smith,2020-01-22,1,1,195.999015,16.55,1,195.999015
04aa5cb6-1737-4e4e-adee-b8372b751797,Returned,Credit Card,Australia,Joseph Brooks,2019-04-12,1,1,799.64192,29.45,8,799.64192
04e271a6-11d1-4699-ae85-144ebf745bbc,Cancelled,Amazon Pay,North America,Christina Thompson,2023-07-20,1,1,997.29918,25.43,6,997.29918
04e54e78-f7cf-490b-b586-8e16feec987a,Returned,Amazon Pay,North America,Mary Scott,2024-07-18,1,1,639.4731240000001,29.91,4,639.4731240000001
04ea1c22-3c55-4708-8ba4-981af7cc6a67,Cancelled,Amazon Pay,Europe,Crystal Williams,2022-10-15,1,1,197.07645300000001,0.27,7,197.07645300000001
04fcad2a-4503-4f86-a5b1-8f77d2dbb4ff,Cancelled,Amazon Pay,South America,Emily Matthews,2021-06-30,1,1,3582.36684,4.78,10,3582.36684
050eba47-6b3c-4423-8b0c-0c19e9f3a6b4,Cancelled,Debit Card,North America,Jason Nelson,2023-09-05,1,1,102.83191199999999,11.26,2,102.83191199999999
0517f850-8e14-4ffa-8c62-9ec33fa12999,Pending,Credit Card,South America,Bradley Howe,2022-11-13,1,1,207.76603799999998,28.93,1,207.76603799999998
053fb4d1-2954-4e10-8122-7ad64a9bc054,Pending,Debit Card,Europe,Christina Thompson,2022-07-26,1,1,1643.6250999999997,3.8,5,1643.6250999999997
0577743e-d316-4cfa-9022-365ec45a7aea,Returned,Gift Card,North America,Diane Andrews,2023-12-18,1,1,1634.85072,1.42,6,1634.85072
057f81ec-f691-489d-8a72-cbbcf4162f97,Pending,Gift Card,South America,Diane Andrews,2023-05-31,1,1,730.8311449999999,20.91,5,730.8311449999999
05802553-5e67-4cd7-ae8d-da6930f3b000,Pending,Gift Card,Australia,Jason Nelson,2021-11-24,1,1,87.74420399999998,29.17,2,87.74420399999998
05867659-2234-4306-96cf-bb4b1c58f211,Returned,Debit Card,North America,Mary Scott,2021-01-28,1,1,1075.069248,19.26,4,1075.069248
059eb438-d78b-4970-804a-659b5c7d8398,Pending,Gift Card,North America,Johnny Marshall,2021-12-21,1,1,2643.5221199999996,28.4,9,2643.5221199999996
05a4d898-48d4-4176-860c-5705a33a37ba,Cancelled,Credit Card,South America,Kristen Ramos,2021-09-25,1,1,2194.172316,4.33,7,2194.172316
05baab16-33c0-4f58-b280-8c2bf6572d48,Pending,Credit Card,South America,Caleb Camacho,2024-04-02,1,1,828.790272,3.07,8,828.790272
05e18ad8-ccaf-4f42-8bfe-86e28b8736e0,Cancelled,PayPal,Australia,Diane Andrews,2022-06-11,1,1,1694.03892,5.04,7,1694.03892
05f0090b-febc-493e-b948-f56a651449b7,Pending,Amazon Pay,Europe,Emily Matthews,2022-01-18,1,1,1212.4356480000001,24.01,4,1212.4356480000001
060beb87-6877-4b17-ba48-0b1c930e0187,Pending,Debit Card,South America,Caleb Camacho,2023-01-11,1,1,86.52744,10.98,1,86.52744
060e5b6f-c1aa-43cd-9920-d3e7e7db7683,Returned,Debit Card,Australia,Johnny Marshall,2022-07-21,1,1,96.71114800000001,12.81,2,96.71114800000001
061364a2-4015-4b3d-bf2c-2ac609d7bb64,Pending,Debit Card,Asia,Roger Brown,2022-03-09,1,1,209.33784,19.84,5,209.33784
06193dfe-14c2-47c5-9dfb-376f8c1e93e9,Returned,Debit Card,Asia,Roger Brown,2020-11-18,1,1,746.459056,29.06,8,746.459056
061a6345-a598-443c-89f6-212c173c82a1,Pending,Credit Card,Australia,Charles Smith,2023-10-24,1,1,675.393714,24.67,9,675.393714
0628e8e4-b6ae-416f-8ef3-ca7130929b4e,Returned,PayPal,South America,Kristen Ramos,2023-09-28,1,1,385.71855400000004,3.02,1,385.71855400000004
06347e1e-c058-4592-97dd-0838ba186554,Returned,Debit Card,Australia,Mary Scott,2021-01-09,1,1,264.964968,10.99,4,264.964968
063d210a-e50d-4a8b-b583-74db7846332c,Pending,Debit Card,South America,Jason Nelson,2022-08-24,1,1,2189.0007,28.45,10,2189.0007
0663f627-b9e1-4276-9489-5258e65b8eb9,Returned,Gift Card,Europe,Jason Nelson,2023-03-22,1,1,906.973992,21.71,9,906.973992
0675f4d5-efe2-44aa-9b4b-d7613f2b1045,Returned,Gift Card,North America,Charles Smith,2019-03-28,1,1,2689.6077,15.64,9,2689.6077
06972845-2801-4d69-8c9f-62eefc4612d0,Returned,PayPal,South America,Johnny Marshall,2020-07-18,1,1,1157.7096000000001,17.2,5,1157.7096000000001
06c99f6f-fb7f-4e35-bc87-569b09c042ca,Cancelled,Gift Card,Europe,Bradley Howe,2022-09-23,1,1,1438.97108,27.42,5,1438.97108
06ce769e-736a-45f7-b993-7a2371f77964,Pending,Amazon Pay,North America,Roger Brown,2022-07-30,1,1,911.5354079999998,23.12,7,911.5354079999998
06d9c68a-39ae-4e9d-b994-5424baa3ddd6,Returned,Amazon Pay,Europe,Caleb Camacho,2022-05-22,1,1,352.039392,22.06,6,352.039392
06df7e76-7ecf-4bdd-ab68-3b5cd9c24904,Pending,Amazon Pay,North America,Caitlyn Boyd,2023-02-13,1,1,308.033344,22.08,2,308.033344
06e71c62-9d3b-4514-866d-55b5fd210a76,Cancelled,Credit Card,North America,Diane Andrews,2020-10-27,1,1,390.84553199999993,23.66,3,390.84553199999993
06e74fa2-7e21-44b1-b528-96004e6eda3e,Returned,Gift Card,South America,Michelle Garza,2024-07-31,1,1,393.307324,0.69,2,393.307324
06fffe27-d876-4ae5-a619-a40e0b1b8bc5,Returned,PayPal,North America,Joseph Brooks,2020-12-18,1,1,409.72231200000004,1.83,1,409.72231200000004
070c7283-dbbe-494d-9000-06f05b3ac4d7,Pending,Debit Card,Europe,Mary Scott,2021-05-04,1,1,1529.1737999999998,22.12,5,1529.1737999999998
073e8b08-97c5-4951-bb1a-aa831d1ceed1,Cancelled,Credit Card,North America,Diane Andrews,2019-05-03,1,1,2065.7472000000002,12.0,8,2065.7472000000002
077a9743-411c-46c5-bed4-dfc225623d88,Pending,Credit Card,Europe,Roger Brown,2024-10-20,1,1,386.893024,1.02,8,386.893024
07851736-7ce1-4992-b5d3-3d7973e1fa95,Returned,PayPal,North America,Steven Coleman,2022-03-27,1,1,2995.4251080000004,10.04,9,2995.4251080000004
079eea78-2623-4892-93d9-01f1d9abef5d,Returned,Debit Card,Europe,Roger Brown,2024-09-08,1,1,326.5128,9.1,2,326.5128
07a5b787-3141-473a-8dc7-ab0be6798183,Returned,Amazon Pay,Australia,Diane Andrews,2019-05-02,1,1,1092.07359,21.7,9,1092.07359
07d2bf48-ccd6-4a7e-b865-0944441858ab,Pending,PayPal,Europe,Charles Smith,2019-12-08,1,1,2689.485568,26.52,8,2689.485568
07eb84a1-8233-4c68-875a-17e4d3b62b69,Pending,Debit Card,North America,Mary Scott,2021-08-29,1,1,541.465344,17.92,8,541.465344
07ece805-d95a-4432-a18a-1c35bcdec30b,Cancelled,Credit Card,South America,Susan Edwards,2021-05-17,1,1,1688.6540999999997,23.78,6,1688.6540999999997
07efb14c-3bcd-4653-a23e-6c177b2d2be3,Returned,Debit Card,Europe,Emily Matthews,2023-10-02,1,1,283.563,26.5,1,283.563
07f96a57-a5e0-4a63-8fcf-71169bb3e201,Returned,Debit Card,Europe,Caitlyn Boyd,2019-09-10,1,1,2144.076156,5.86,9,2144.076156
07f9a047-3aa7-45b5-8a35-45f3817372e6,Returned,Credit Card,North America,Sandra Luna,2022-11-01,1,1,778.1330159999999,22.68,9,778.1330159999999
081cf87a-f2fa-4a9f-b966-3be6e5f48806,Pending,Debit Card,North America,Kristen Ramos,2019-05-01,1,1,1264.787622,1.54,9,1264.787622
0847026e-3f8d-4b1d-9be4-a8ff373d6016,Cancelled,Amazon Pay,Australia,Diane Andrews,2019-05-07,1,1,129.120221,20.79,1,129.120221
08811bb5-ffc1-432e-a371-586bd0f70991,Cancelled,PayPal,North America,Bradley Howe,2022-11-14,1,1,1182.09336,22.86,5,1182.09336
0889be0f-0ca5-409d-b97c-90ddfd166524,Cancelled,Debit Card,North America,Caleb Camacho,2020-03-27,1,1,285.2139,5.87,10,285.2139
08984c88-7bf7-4739-83df-2804ea37442f,Pending,Amazon Pay,North America,Diane Andrews,2019-05-07,1,1,1429.191114,0.03,6,1429.191114
08a00960-95af-41de-aae4-3cf95186ca3e,Cancelled,Credit Card,South America,Bradley Howe,2021-07-10,1,1,593.8704,11.5,2,593.8704
08aa1c5c-5a42-4d68-bbc4-869711b4dfa7,Pending,Gift Card,Europe,Crystal Williams,2024-11-24,1,1,3232.483956,1.98,9,3232.483956
08e2016d-3da2-46b4-ae38-a826ae3c600f,Pending,Debit Card,North America,Susan Edwards,2022-11-18,1,1,253.957344,19.44,2,253.957344
090c211d-681e-4fc3-ba02-28105f60c56e,Returned,Amazon Pay,Europe,Bradley Howe,2020-06-19,1,1,262.54751999999996,26.35,8,262.54751999999996
091cddea-22f1-4346-9cb8-62ae4b1ec234,Returned,Gift Card,Australia,Michelle Andersen,2021-05-27,1,1,126.25306199999999,14.59,2,126.25306199999999
095a49ef-b2ea-4b0d-8f09-3452da2d19f1,Cancelled,PayPal,South America,Charles Smith,2024-06-18,1,1,784.286888,17.61,8,784.286888
095c0b0d-0763-4468-bc65-ef77bd505929,Cancelled,Amazon Pay,Asia,Christina Thompson,2023-02-15,1,1,2831.8621000000003,21.3,10,2831.8621000000003
095fff0e-2a2c-4921-a91f-ed4dfec18460,Cancelled,Amazon Pay,Europe,Michelle Andersen,2023-05-01,1,1,4013.952588,0.14,9,4013.952588
096d7312-56cd-48e3-bfce-5a71a34ecdb9,Pending,Amazon Pay,Asia,Kristen Ramos,2019-12-17,1,1,1024.2151920000001,26.29,4,1024.2151920000001
09816b60-8c88-4eb7-bf20-f5104648d2f9,Pending,PayPal,Europe,Johnny Marshall,2019-04-10,1,1,1082.436736,23.52,4,1082.436736
09832ed7-7c5e-4634-b626-b20b109a6d3b,Pending,Debit Card,North America,Joseph Brooks,2024-03-20,1,1,179.27164499999998,10.61,3,179.27164499999998
09e4e2a2-87fa-4958-84f6-e0bca3d51443,Returned,Debit Card,Europe,Adam Smith,2019-08-23,1,1,1079.3128,25.4,4,1079.3128
09ea6a14-f61e-4929-8948-0a77442e9246,Cancelled,Amazon Pay,South America,Charles Smith,2023-09-11,1,1,1466.286125,22.47,5,1466.286125
0a0768ee-8a2f-4ce0-aff7-e151699527c0,Returned,Amazon Pay,North America,Steven Coleman,2021-02-04,1,1,697.681632,6.16,4,697.681632
0a1055d9-9a97-4e2f-bebf-52628e9ec4ac,Cancelled,Debit Card,North America,Sandra Luna,2021-05-13,1,1,107.8575,25.0,1,107.8575
0a24e2dd-9de0-4370-a66d-36f5cb870bba,Returned,Credit Card,South America,Jason Nelson,2019-07-05,1,1,1067.34933,22.06,5,1067.34933
0a264f88-3509-4bb9-a7cb-ce8d3e2b3fc1,Cancelled,Amazon Pay,North America,Johnny Marshall,2023-08-11,1,1,274.31800799999996,4.83,3,274.31800799999996
0a3d9233-2812-4c89-8ba9-192654b5b9b9,Returned,Debit Card,South America,Kristen Ramos,2022-08-06,1,1,297.06093000000004,11.51,6,297.06093000000004
0a40eedf-aa0f-437d-b3a7-d1664f6759c5,Cancelled,PayPal,Australia,Adam Smith,2022-05-23,1,1,2416.29927,19.7,7,2416.29927
0a47266f-64f1-4ec7-94ac-9e6db05d3ef0,Cancelled,Gift Card,South America,Steven Coleman,2019-07-11,1,1,540.323028,8.44,3,540.323028
0a4b8316-16f6-4c17-8028-201b67026d68,Pending,PayPal,Australia,Roger Brown,2024-01-18,1,1,56.33170199999999,9.42,1,56.33170199999999
0a4fc649-92a0-4498-b0a4-de4f6e53daa9,Returned,PayPal,Asia,Kristen Ramos,2021-07-17,1,1,208.21,29.12,1,208.21
0a54d286-e6a9-4c17-b6f7-01258392cc83,Cancelled,Amazon Pay,North America,Jason Nelson,2020-05-07,1,1,299.809808,29.21,2,299.809808
0a617603-34a9-4bc4-a8c0-081f351ec025,Pending,PayPal,North America,Caleb Camacho,2023-04-17,1,1,677.016324,22.76,3,677.016324
0a6ed291-b5f5-4abf-b78d-0aa1666f7bad,Cancelled,Gift Card,Asia,Mary Scott,2023-01-30,1,1,240.161992,13.01,8,240.161992
0a737678-6cee-4c15-a2c7-04fad604690c,Returned,Amazon Pay,Europe,Susan Edwards,2022-10-18,1,1,12.33276,6.57,2,12.33276
0a77722e-2e26-48bb-b3b5-9f69734e1fa3,Pending,PayPal,Australia,Sandra Luna,2022-01-01,1,1,3167.5607820000005,10.93,9,3167.5607820000005
0a807e7e-1eab-4414-b70e-a30583d8a7f8,Cancelled,PayPal,Asia,Caleb Camacho,2023-02-25,1,1,1235.550204,29.74,6,1235.550204
0a83ce7e-41e7-4b9d-9e5d-9f79d40b23f8,Cancelled,PayPal,North America,Charles Smith,2023-05-16,1,1,355.126464,14.32,2,355.126464
0a9129a9-ccb4-4bcc-b3d7-54f29522ce33,Cancelled,Debit Card,North America,Michelle Andersen,2021-07-30,1,1,957.094,22.5,8,957.094
0a9638ff-0edb-4ee5-a821-ca373c9afa27,Pending,Gift Card,Asia,Steven Coleman,2020-11-24,1,1,175.4123,13.59,2,175.4123
0a9f9324-09ac-429f-b793-431388169a10,Returned,PayPal,Asia,Crystal Williams,2021-05-12,1,1,1015.2690660000001,8.47,3,1015.2690660000001
0ad510d6-f53d-439e-98d3-b44687f4a3cf,Pending,Gift Card,South America,Steven Coleman,2019-07-11,1,1,1186.478964,24.53,4,1186.478964
0ad9ce33-c399-4410-b3f5-f4d3d457a422,Cancelled,Gift Card,Asia,Roger Brown,2022-09-21,1,1,1983.29208,29.79,8,1983.29208
0adca1fa-93a4-4f27-89d7-6985442ecc32,Returned,Amazon Pay,Europe,Caitlyn Boyd,2021-10-19,1,1,1471.4633340000003,8.59,9,1471.4633340000003
0ae5983a-5996-48eb-b039-ec7f142ab6de,Pending,Debit Card,North America,Diane Andrews,2024-09-08,1,1,1785.249531,28.33,9,1785.249531
0b0ea4e5-741a-4504-aa68-dda83082681d,Cancelled,Debit Card,Europe,Roger Brown,2020-02-16,1,1,580.903816,25.67,2,580.903816
0b131e4f-5ddb-4a4f-b1d2-bb4477e55ca6,Pending,Credit Card,South America,Joseph Brooks,2022-10-26,1,1,1841.4988900000003,20.69,7,1841.4988900000003
0b14bf78-f3e5-4f3c-ae14-daadd20a3af4,Pending,Debit Card,North America,Sandra Luna,2023-03-13,1,1,359.475744,22.48,1,359.475744
0b1c7992-da17-462d-a0ae-e3ecc1fcafd4,Returned,Credit Card,North America,Caitlyn Boyd,2021-05-24,1,1,694.783448,1.41,4,694.783448
0b3a7d18-df7d-4070-9d7a-07750ff4a5f3,Cancelled,PayPal,Australia,Diane Andrews,2023-09-01,1,1,2563.715934,0.49,9,2563.715934
0b49ba52-6959-4715-b90c-7e2f2f4dfce5,Cancelled,Gift Card,Asia,Steven Coleman,2022-07-22,1,1,369.21569999999997,23.7,2,369.21569999999997
0b7c9a48-3b09-4828-853e-0579b30aeb23,Pending,Debit Card,South America,Steven Coleman,2021-11-28,1,1,335.854008,14.84,1,335.854008
0b7da17e-3251-4862-ab34-832bce9d47ea,Cancelled,Credit Card,North America,Roger Brown,2024-07-28,1,1,808.561764,24.13,3,808.561764
0b8d8ede-3a43-4d44-9bf3-46e4558bcabb,Pending,Gift Card,Australia,Michelle Andersen,2024-05-21,1,1,1030.518288,0.19,6,1030.518288
0ba3c409-c77f-4a16-b170-fc35d2572b13,Returned,Credit Card,South America,Michelle Garza,2023-03-27,1,1,1403.8945439999998,7.44,6,1403.8945439999998
0bbdf2de-46c1-4de7-a536-595e64d9ef40,Returned,PayPal,North America,Emily Matthews,2022-06-10,1,1,2730.508074,9.22,7,2730.508074
0bcca77a-daaf-4e96-908c-b26567038834,Cancelled,PayPal,North America,Mary Scott,2021-08-19,1,1,166.83503199999998,9.24,2,166.83503199999998
0bcf291e-2621-474c-9839-68e3957252ea,Pending,Debit Card,South America,Emily Matthews,2019-12-22,1,1,1883.227122,5.14,7,1883.227122
0bd75bfe-e2fa-456e-9ea3-8c6a04fceb91,Returned,Credit Card,Europe,Mary Scott,2023-06-04,1,1,336.892638,16.87,2,336.892638
0be85b12-bbeb-4213-882e-a564ea80071c,Pending,PayPal,Europe,Charles Smith,2020-11-25,1,1,807.587865,10.67,5,807.587865
0be905da-8355-4208-ace6-5b3e99d7a0ee,Cancelled,PayPal,Australia,Sandra Luna,2020-06-27,1,1,1030.445226,3.94,3,1030.445226
0bfd30d7-5459-487f-8b35-b67c84e2c012,Cancelled,Amazon Pay,Australia,Bradley Howe,2021-11-15,1,1,778.462408,26.61,8,778.462408
0c1883b4-d085-4f66-ab90-f998b3bb363e,Returned,Gift Card,North America,Johnny Marshall,2022-10-05,1,1,2002.2244480000004,5.96,7,2002.2244480000004
0c1932d6-abfd-4a2a-8478-138143c7054e,Returned,Gift Card,North America,Joseph Brooks,2020-09-17,1,1,1028.7920040000001,4.76,3,1028.7920040000001
0c1ad83d-b4d5-444d-b4a7-54cd1a07b57f,Returned,Debit Card,Europe,Adam Smith,2020-02-11,1,1,1232.1236970000002,9.33,3,1232.1236970000002
0c1b342f-5dfa-4994-a6b9-c2e54faca9d8,Pending,Debit Card,Europe,Susan Edwards,2023-04-21,1,1,1220.3902620000001,5.69,7,1220.3902620000001
0c1e943b-159d-454b-9b6e-17b81d94c53d,Returned,Amazon Pay,Europe,Caitlyn Boyd,2024-07-26,1,1,276.397016,10.47,4,276.397016
0c23a455-ffb2-44a4-b631-9023cb26b8c4,Cancelled,Credit Card,Australia,Joseph Brooks,2020-04-05,1,1,1119.96972,28.99,4,1119.96972
0c263ebe-c422-451b-b951-add6bb8e314b,Pending,PayPal,Asia,Adam Smith,2020-02-09,1,1,583.765128,29.22,2,583.765128
0c29530c-872d-449a-8fdd-000bbcf95d71,Returned,Amazon Pay,Australia,Charles Smith,2020-05-26,1,1,786.1230720000001,3.12,2,786.1230720000001
0c2e5c5b-3698-4a14-a450-65289ff1ef71,Returned,Gift Card,Asia,Kristen Ramos,2023-10-08,1,1,514.2112,20.45,8,514.2112
0c2f83cb-51ce-4905-9312-d870d06c2933,Returned,Amazon Pay,Europe,Emily Matthews,2024-05-17,1,1,2996.7597,9.8,9,2996.7597
0c31f2fc-00f8-42f4-8b60-bff7636e8752,Pending,Credit Card,North America,Charles Smith,2020-11-05,1,1,224.48213699999997,27.71,1,224.48213699999997
0c3424b1-ad03-49f3-b548-422e0b250639,Pending,Amazon Pay,South America,Caitlyn Boyd,2020-12-17,1,1,1008.3755,23.55,4,1008.3755
0c4a8f63-0751-4a8b-a37c-b056810af1d1,Returned,Credit Card,Asia,Johnny Marshall,2020-10-23,1,1,2353.2939429999997,9.23,7,2353.2939429999997
0c4ed198-3bc6-49cc-9883-092c7a780967,Returned,Gift Card,South America,Adam Smith,2020-04-24,1,1,1250.698756,19.17,4,1250.698756
